learning_rate_list,momentum_list,number_of_epochs_list,batch_size_list1,batch_size_list2,batch_size_list3,batch_size_list4,accuracy_train_list,accuracy_validation_list,cross_entropy_list,validation_list,time_list
0.3,0.7,10,16,32,64,128,0.547085201793722,0.5,0.699243737054887,0.345154151803361,0.234375
0.3,0.7,20,16,32,64,128,0.547085201793722,0.5,0.838122092931214,0.0447046527247441,0.296875
0.3,0.7,20,16,32,64,128,0.547085201793722,0.5,0.84027806936579,0.331534524382495,0.328125
0.3,0.7,20,16,32,64,128,0.547085201793722,0.5,0.671239417613067,0.319606986607305,0.21875
0.3,0.7,20,16,32,64,128,0.547085201793722,0.5,0.861031865625103,0.337017784176198,0.21875
0.3,0.7,30,16,32,64,128,0.547085201793722,0.5,0.837031784530778,0.45064736458488,0.21875
0.3,0.7,30,16,32,64,128,0.547085201793722,0.5,0.722349006657139,0.331065429175086,0.21875
0.3,0.7,30,16,32,64,128,0.547085201793722,0.5,0.78615425775917,0.45261264989339,0.265625
0.3,0.7,30,16,32,64,128,0.547085201793722,0.5,0.811678181766746,0.152435532307524,0.25
0.3,0.9,10,16,32,64,128,0.547085201793722,0.5,0.724307306596898,0.510892647734602,0.21875
0.3,0.9,10,16,32,64,128,0.547085201793722,0.5,0.544747402874013,0.2957662214396,0.203125
0.3,0.9,10,16,32,64,128,0.547085201793722,0.5,0.581405874434888,0.428803413460572,0.25
0.3,0.9,10,16,32,64,128,0.547085201793722,0.5,0.676476719805948,0.16748890233305,0.265625
0.3,0.9,20,16,32,64,128,0.547085201793722,0.5,0.659397218389399,0.553325769377493,0.25
0.3,0.9,20,16,32,64,128,0.547085201793722,0.5,0.805438110680561,-0.0691996165987256,0.25
0.3,0.9,20,16,32,64,128,0.547085201793722,0.5,0.795448909342443,0.628544592383172,0.21875
0.3,0.9,20,16,32,64,128,0.547085201793722,0.5,0.838094175010814,-0.149768606065101,0.203125
0.3,0.9,30,16,32,64,128,0.547085201793722,0.5,0.875673639705809,0.490530298708145,0.28125
0.3,0.9,30,16,32,64,128,0.547085201793722,0.5,0.590031876041025,0.476778644920274,0.21875
0.3,0.9,30,16,32,64,128,0.547085201793722,0.5,0.628662248354337,0.489551282196277,0.21875
0.3,0.9,30,16,32,64,128,0.547085201793722,0.5,0.901358471411498,0.303477923861141,0.25
1,0.5,10,16,32,64,128,0.547085201793722,0.5,0.635884646389753,0.47494961345142,0.21875
1,0.5,10,16,32,64,128,0.547085201793722,0.5,0.714168440167036,0.490199758400312,0.234375
1,0.5,10,16,32,64,128,0.547085201793722,0.5,0.760459751071153,0.431954930309269,0.203125
1,0.5,10,16,32,64,128,0.547085201793722,0.5,0.779144123290639,0.521054754614312,0.203125
1,0.5,20,16,32,64,128,0.547085201793722,0.5,0.862774016567862,0.396218187943125,0.265625
1,0.5,20,16,32,64,128,0.547085201793722,0.5,0.629701348715506,0.447781531404445,0.265625
1,0.5,20,16,32,64,128,0.547085201793722,0.5,0.852524397409426,0.389756896129478,0.25
1,0.5,20,16,32,64,128,0.547085201793722,0.5,0.860448196461465,0.357866813010458,0.265625
1,0.5,30,16,32,64,128,0.547085201793722,0.5,0.915110992699799,0.0676156346343302,0.25
1,0.5,30,16,32,64,128,0.547085201793722,0.5,0.796166934906674,0.586723399312632,0.21875
1,0.5,30,16,32,64,128,0.547085201793722,0.5,0.702558259302521,0.358981822964567,0.25
1,0.5,30,16,32,64,128,0.547085201793722,0.5,0.900163952205473,0.482593455150661,0.265625
1,0.6,10,16,32,64,128,0.547085201793722,0.5,0.725570593917673,0.409346971305679,0.25
1,0.6,10,16,32,64,128,0.547085201793722,0.5,0.754624321970901,0.542496015921215,0.234375
1,0.6,10,16,32,64,128,0.547085201793722,0.5,0.687145470380043,0.476989441421645,0.265625
1,0.6,10,16,32,64,128,0.547085201793722,0.5,0.740644311383077,0.533726502665016,0.265625
1,0.6,20,16,32,64,128,0.547085201793722,0.5,0.778692032705145,0.316329795110115,0.25
1,0.6,20,16,32,64,128,0.547085201793722,0.5,0.835056855451774,0.399284514000617,0.25
1,0.6,20,16,32,64,128,0.547085201793722,0.5,0.600014912510618,0.251902603962135,0.234375
1,0.6,20,16,32,64,128,0.547085201793722,0.5,0.363270319730822,0.348999912584084,0.234375
1,0.6,30,16,32,64,128,0.547085201793722,0.5,0.620323687879667,0.391123706963727,0.25
1,0.6,30,16,32,64,128,0.547085201793722,0.5,0.796551371041112,0.442367190248149,0.28125
1,0.6,30,16,32,64,128,0.547085201793722,0.5,0.818735941701836,0.534235688067803,0.265625
1,0.6,30,16,32,64,128,0.547085201793722,0.5,0.76986236012666,0.248627040297483,0.234375
1,0.7,10,16,32,64,128,0.547085201793722,0.5,0.633136287418642,0.416856963580286,0.21875
1,0.7,10,16,32,64,128,0.547085201793722,0.5,0.548548378790749,0.469044805356072,0.265625
1,0.7,10,16,32,64,128,0.547085201793722,0.5,0.650096422226449,0.426640799255908,0.234375
1,0.7,10,16,32,64,128,0.547085201793722,0.5,0.617783902231658,0.328475784661409,0.203125
1,0.7,20,16,32,64,128,0.547085201793722,0.5,0.848375291651054,-0.361277812425807,0.265625
1,0.7,20,16,32,64,128,0.547085201793722,0.5,0.560594364211234,0.474287147751626,0.25
1,0.7,20,16,32,64,128,0.547085201793722,0.5,0.880867462668591,-0.0544068997529283,0.234375
1,0.7,20,16,32,64,128,0.547085201793722,0.5,0.465265216737522,0.48674956431615,0.25
1,0.7,30,16,32,64,128,0.547085201793722,0.5,0.620071230919514,0.249560753599487,0.234375
1,0.7,30,16,32,64,128,0.547085201793722,0.5,0.967487240178018,-0.278144742785605,0.21875
1,0.7,30,16,32,64,128,0.547085201793722,0.5,0.661592219952787,0.223187460336362,0.3125
1,0.7,30,16,32,64,128,0.547085201793722,0.5,0.891460284104732,-0.0300855920175047,0.234375
1,0.9,10,16,32,64,128,0.547085201793722,0.5,0.680488560901827,0.388196702415652,0.21875
1,0.9,10,16,32,64,128,0.547085201793722,0.5,0.654588511859388,0.246071314018613,0.234375
1,0.9,10,16,32,64,128,0.547085201793722,0.5,0.586293304378467,0.323267972252074,0.234375
1,0.9,10,16,32,64,128,0.547085201793722,0.5,0.806590280706893,0.605742812706573,0.234375
1,0.9,20,16,32,64,128,0.547085201793722,0.5,0.671138567822229,0.391241982927136,0.25
1,0.9,20,16,32,64,128,0.547085201793722,0.5,0.807138808078825,0.615926085332792,0.265625
1,0.9,20,16,32,64,128,0.547085201793722,0.5,0.653603721168529,0.521580408321396,0.265625
1,0.9,20,16,32,64,128,0.547085201793722,0.5,0.730938895820149,0.264413761259244,0.28125
1,0.9,30,16,32,64,128,0.547085201793722,0.5,0.944723443766922,0.344443680655254,0.328125
1,0.9,30,16,32,64,128,0.547085201793722,0.5,0.917820383140897,0.188320878531699,0.46875
1,0.9,30,16,32,64,128,0.547085201793722,0.5,0.969679364330785,0.21940792736275,0.3125
1,0.9,30,16,32,64,128,0.547085201793722,0.5,0.971846821785139,-0.0711438326393814,0.21875
0.001,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.677421846928238,0.439879769066175,0.203125
0.001,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.71238682272943,0.601129043145673,0.21875
0.001,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.733853746937333,0.573158676710155,0.203125
0.001,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.708730174929893,0.549180038431642,0.234375
0.001,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.810777220741949,0.364042540737032,0.265625
0.001,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.70076711290768,0.52737382966972,0.21875
0.001,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.728213226828977,0.450942599177103,0.21875
0.001,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.875741036838158,0.267919224095569,0.21875
0.001,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.714070583272451,0.492846888687403,0.25
0.001,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.680120483372751,0.421848423967893,0.21875
0.001,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.672463180622697,0.440281100796263,0.25
0.001,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.687179308062367,0.555722839249771,0.28125
0.001,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.757585229851257,0.627409137557995,0.234375
0.001,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.669420995478737,0.574708828923494,0.265625
0.001,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.693775996037173,0.438794048449924,0.25
0.001,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.799552297146554,0.684756598066205,0.28125
0.001,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.695518397093578,0.487013965047856,0.234375
0.001,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.857677940814016,0.458792601644555,0.25
0.001,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.673321424346434,0.54565817461962,0.28125
0.001,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.607256290972423,0.602706899833951,0.21875
0.001,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.774099197319966,0.476874237936922,0.21875
0.001,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.613069977900238,0.591335321176078,0.265625
0.001,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.898188865625141,0.358927975247811,0.25
0.001,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.913572414053621,0.138158440045545,0.265625
0.001,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.682735909374696,0.472405102798617,0.203125
0.001,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.530726479613807,0.29400222906531,0.234375
0.001,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.609405233102993,0.362873717081913,0.234375
0.001,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.762777590737874,0.51067632424364,0.21875
0.001,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.793608527002895,0.469016910134734,0.296875
0.001,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.728299800533497,0.372976625461923,0.25
0.001,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.716787121349842,0.576569236102101,0.25
0.001,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.741114110238561,0.493539966793348,0.25
0.001,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.58903113203945,0.58141284441622,0.234375
0.001,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.845122350446503,0.490987418947659,0.296875
0.001,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.684211771596544,-0.0452445666012868,0.21875
0.001,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.688961111061957,0.694376821613601,0.265625
0.001,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.726324662115057,0.657659397488079,0.296875
0.001,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.713150155777939,0.488850925895535,0.234375
0.001,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.780806669519119,0.524393049474631,0.375
0.001,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.701522689595099,0.619555917903499,0.25
0.001,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.767506288107823,0.432872168388643,0.25
0.001,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.873643821442345,0.381805386777254,0.234375
0.001,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.737821129484614,0.338465086671952,0.28125
0.001,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.831483205794854,0.459321706934355,0.28125
0.001,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.649716493813389,0.486273083333638,0.28125
0.001,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.759860310947424,0.556873443865468,0.25
0.001,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.868343024184253,0.450949327555656,0.265625
0.001,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.757904642625949,0.569440433765308,0.25
0.003,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.699502526973473,0.515525373821581,0.21875
0.003,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.730187575051956,0.587800565986418,0.25
0.003,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.687077495742025,0.505889839840442,0.28125
0.003,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.753181217258697,0.412546511910693,0.234375
0.003,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.5585542916,0.310807025632822,0.203125
0.003,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.582389828781889,0.41614823541717,0.234375
0.003,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.690967829376594,0.439271748354474,0.265625
0.003,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.887178833246959,0.323230551898108,0.265625
0.003,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.645052977274854,0.501500908138562,0.21875
0.003,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.592506423993393,0.518354189964533,0.296875
0.003,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.700299182994282,0.538449064501491,0.25
0.003,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.879638149333483,0.186708804813549,0.265625
0.003,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.547583603151432,0.578923704970192,0.28125
0.003,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.675201240298152,0.380552046019233,0.328125
0.003,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.674690392698832,0.611101645089241,0.328125
0.003,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.702160934672867,0.561859792655137,0.28125
0.003,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.846046261310864,0.667243704134161,0.234375
0.003,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.899261104499927,0.158518880111797,0.25
0.003,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.618880242177181,0.563056755276094,0.25
0.003,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.829528087940474,0.2397693658714,0.25
0.003,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.809688638836085,0.28439108454567,0.28125
0.003,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.811874188118807,0.597883221781732,0.25
0.003,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.571987265229866,0.525314065362614,0.28125
0.003,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.756063300679176,0.548847130910574,0.25
0.003,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.801643672174415,0.537125585848307,0.265625
0.003,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.766476863462746,0.293492639161476,0.234375
0.003,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.616102547327147,0.519801391900622,0.25
0.003,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.755297415993773,0.527558876231075,0.28125
0.003,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.5813350286267,0.466573305448303,0.265625
0.003,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.824707655646644,0.546097903288846,0.25
0.003,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.703004152375367,0.557904208810964,0.3125
0.003,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.648586630759366,0.575820969169112,0.25
0.003,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.664471399174696,0.564998270773141,0.203125
0.003,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.779116991631209,0.0417157097795755,0.234375
0.003,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.811755290651761,0.167102047862508,0.203125
0.003,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.758423424335738,0.524237030992169,0.21875
0.003,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.772184525060359,0.58035664443162,0.25
0.003,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.713479322911687,0.459862373464639,0.265625
0.003,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.802743905432068,0.418789913886309,0.21875
0.003,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.321336143217113,0.132295867351189,0.25
0.003,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.775301801681165,0.564003279649768,0.234375
0.003,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.83781753142715,0.284865769106149,0.234375
0.003,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.556730299545097,0.608136928715171,0.28125
0.003,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.647922827855341,0.606169066167672,0.21875
0.003,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.709098561022772,0.488844404495376,0.28125
0.003,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.688595788863496,0.583879762714483,0.25
0.003,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.829441712844074,0.42110072070936,0.25
0.003,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.705346037208428,0.670250002829266,0.25
0.01,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.797514930588947,0.482146621954438,0.21875
0.01,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.77945088621304,0.371253998531572,0.234375
0.01,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.609147973069676,0.529089793396438,0.21875
0.01,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.645148752500301,0.589675394403344,0.21875
0.01,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.856629057715995,0.496120654458552,0.21875
0.01,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.701507938424436,0.616369423664536,0.234375
0.01,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.810134459475947,0.356204246611157,0.28125
0.01,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.667147911973213,0.545206086319628,0.21875
0.01,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.678192754458145,0.555925449841846,0.203125
0.01,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.767065315553471,0.512248227445592,0.234375
0.01,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.595711306456661,0.492502160566202,0.1875
0.01,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.667881907666362,0.576091895596862,0.203125
0.01,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.573138071485758,0.594038228702843,0.21875
0.01,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.778110698020589,0.579177235303036,0.234375
0.01,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.812595746370225,0.355445218069191,0.203125
0.01,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.786612364537869,0.426845227748075,0.21875
0.01,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.731761475921812,0.60596181677735,0.21875
0.01,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.7200297986145,0.574277801743434,0.25
0.01,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.673039278872292,0.570938632678656,0.25
0.01,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.720483415435207,0.546503366126547,0.25
0.01,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.625406011357289,0.622008992609265,0.203125
0.01,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.803739969060582,0.410783362469181,0.21875
0.01,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.668431514972909,0.527419914952518,0.203125
0.01,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.710079722798483,0.582728332897757,0.234375
0.01,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.719629246901676,0.357622734954069,0.234375
0.01,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.717939305613208,0.295568884344803,0.21875
0.01,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.722697587862193,0.492690531867363,0.234375
0.01,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.760064135879766,0.360203841348226,0.234375
0.01,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.729116990516406,0.573273771392096,0.21875
0.01,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.751731630212574,0.494631906466437,0.25
0.01,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.657861655242766,0.525192490423653,0.234375
0.01,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.773727666658165,0.593198506165404,0.296875
0.01,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.798475720624048,0.447705832132333,0.25
0.01,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.740596570487008,0.574725463268674,0.28125
0.01,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.933692529372204,0.343542228632016,0.265625
0.01,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.713132528022683,0.458741326495154,0.265625
0.01,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.657909366801533,0.582985773119646,0.234375
0.01,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.72034242595627,0.563372282271336,0.25
0.01,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.718451487932598,0.659018585181849,0.234375
0.01,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.70167307601753,0.547068840936788,0.21875
0.01,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.866641920976948,0.370792211049664,0.265625
0.01,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.737363326080157,0.325053185683063,0.25
0.01,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.772263739245128,0.565319079449458,0.25
0.01,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.649430662927777,0.530391541973848,0.28125
0.01,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.780368383443497,0.316580455765035,0.296875
0.01,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.929082681644547,0.200656163994028,0.234375
0.01,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.748503073566851,0.657701505369302,0.21875
0.01,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.776160614648646,0.428647374474604,0.21875
0.03,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.62076403045988,0.48948104094317,0.25
0.03,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.731769335400816,0.524417626446757,0.25
0.03,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.742335724308045,0.287096978792876,0.25
0.03,0.5,10,16,32,64,128,0.461883408071749,0.446428571428571,0.648702833246572,0.595223200265812,0.234375
0.03,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.871054538330914,0.501055178392015,0.25
0.03,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.81475774810287,0.157427806024681,0.21875
0.03,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.750017839642814,0.410494702529258,0.234375
0.03,0.5,20,16,32,64,128,0.461883408071749,0.446428571428571,0.648034192935707,0.52471445539073,0.28125
0.03,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.842303381677072,0.0462488236644465,0.234375
0.03,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.839549131524957,0.496133349416955,0.234375
0.03,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.737215239739052,0.509255322633629,0.25
0.03,0.5,30,16,32,64,128,0.461883408071749,0.446428571428571,0.890812085440542,0.229747614569476,0.296875
0.03,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.6867861667822,0.434542121369604,0.1875
0.03,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.790868566900595,0.303932629828955,0.25
0.03,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.718061106885764,0.50618017509942,0.265625
0.03,0.6,10,16,32,64,128,0.461883408071749,0.446428571428571,0.718144855412856,0.556273263191154,0.265625
0.03,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.527382274883149,0.557481327091111,0.265625
0.03,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.700374447841888,0.592623027295888,0.234375
0.03,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.805560043732372,0.554323801234156,0.625
0.03,0.6,20,16,32,64,128,0.461883408071749,0.446428571428571,0.694110507523292,0.585163527001451,0.421875
0.03,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.691848105126149,0.578216443548393,0.265625
0.03,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.948851341403511,0.118284398613494,0.203125
0.03,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.751768183572338,0.566833643180993,0.234375
0.03,0.6,30,16,32,64,128,0.461883408071749,0.446428571428571,0.672873905499194,0.593200954243961,0.203125
0.03,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.654263261173144,0.558510765764049,0.234375
0.03,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.649586703195323,0.373816806258617,0.203125
0.03,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.614334919226059,0.581926636013301,0.234375
0.03,0.7,10,16,32,64,128,0.461883408071749,0.446428571428571,0.716697402937572,0.631944301143082,0.1875
0.03,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.732005918089639,0.500675051939047,0.25
0.03,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.602785612742127,0.440871170851754,0.234375
0.03,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.686152839079924,0.436036783742934,0.25
0.03,0.7,20,16,32,64,128,0.461883408071749,0.446428571428571,0.685028754645907,0.561088750109754,0.234375
0.03,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.740118261211569,0.54729266732555,0.203125
0.03,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.678037699844862,0.553723093118129,0.28125
0.03,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.68032939655075,0.422820803227024,0.25
0.03,0.7,30,16,32,64,128,0.461883408071749,0.446428571428571,0.723832056489963,0.548107643549442,0.265625
0.03,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.714448987356671,0.509692307279791,0.234375
0.03,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.644523882379512,0.567899721144595,0.265625
0.03,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.765502220925895,0.576953097839698,0.34375
0.03,0.9,10,16,32,64,128,0.461883408071749,0.446428571428571,0.67549375731159,0.611331965698447,0.25
0.03,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.675466221480434,0.637855425860887,0.265625
0.03,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.820393742044521,0.641060221016531,0.234375
0.03,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.534308616816266,0.562034853689164,0.203125
0.03,0.9,20,16,32,64,128,0.461883408071749,0.446428571428571,0.570063014304176,0.595622089151796,0.234375
0.03,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.792338611566928,0.507388436712283,0.234375
0.03,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.516011414912448,0.691307015432161,0.1875
0.03,0.9,30,16,32,64,128,0.461883408071749,0.446428571428571,0.616583727164259,0.540832631064614,0.25
